id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,true,3,96,89,61,0,246
2,true,3,81,85,85,10,261
3,true,3,78,75,82,7,242
4,true,3,86,92,56,0,234
5,true,3,75,93,80,0,248
6,true,3,88,68,82,0,238
7,true,3,70,92,70,5,237
8,false,3,83,86,59,5,233
9,true,3,71,84,76,5,236
10,false,3,99,99,64,5,267
11,true,3,77,91,83,3,254
12,false,3,78,76,68,5,227
13,true,3,86,98,90,10,284
14,true,3,91,87,60,0,238
15,true,3,89,74,78,5,246
16,true,3,97,88,57,3,245
17,true,3,77,80,61,0,218
18,true,3,82,88,83,0,253
19,true,3,92,69,62,0,223
20,true,3,78,83,95,0,256
21,true,3,77,77,74,0,228
22,true,3,98,79,60,0,237
23,true,3,85,75,92,0,252
24,true,3,70,71,75,0,216
25,false,3,89,72,84,0,245
26,false,3,99,86,59,0,244
27,true,3,96,97,62,0,255
28,true,3,93,70,58,3,224
29,true,3,73,74,65,3,215
30,true,3,84,69,75,0,228
31,true,3,94,95,62,0,251
32,true,3,85,97,83,0,265
33,true,3,93,87,93,3,276
34,true,3,71,88,67,0,226
35,true,3,70,65,66,0,201
36,true,3,87,98,70,0,255
37,true,3,90,78,74,0,242
38,true,3,82,85,87,0,254
39,true,3,78,80,58,0,216
40,true,3,83,78,72,3,236
41,true,3,90,87,74,0,251
42,true,3,95,74,70,0,239
43,true,3,98,67,59,0,224
44,false,3,75,73,83,0,231
45,true,3,77,85,61,0,223
46,true,3,79,71,89,0,239
47,true,3,91,80,89,3,263
48,true,3,71,80,66,5,222
49,true,3,86,69,79,0,234
50,true,3,83,91,69,5,248
51,true,3,77,70,85,5,237
52,true,3,88,94,87,5,274
53,true,3,75,92,85,0,252
54,true,3,78,73,60,3,214
55,true,3,99,68,85,0,252
56,true,3,87,80,72,0,239
57,true,3,80,99,93,0,272
58,true,3,81,65,88,0,234
59,true,3,78,70,94,5,247
60,true,3,83,81,78,3,245
61,true,3,80,90,77,0,247
62,true,3,83,76,84,0,243
63,true,3,92,93,62,5,252
64,true,3,97,91,64,0,252
65,true,3,74,90,61,5,230
66,true,3,87,89,83,0,259
67,true,3,76,88,86,0,250
68,false,3,93,98,85,0,276
69,false,3,76,75,63,3,217
70,true,3,100,83,79,0,262
71,true,3,75,90,79,0,244
72,true,3,79,78,55,10,222
73,true,3,94,94,81,0,269
74,true,3,75,71,78,0,224
75,false,3,93,90,89,0,272
76,true,3,85,91,71,0,247
77,true,3,87,85,79,10,261
78,true,3,99,97,85,0,281
79,true,3,70,100,69,0,239
80,true,3,99,96,93,3,291
