id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,false,4,71,84,83,3,241
2,true,4,80,70,73,5,228
3,false,4,98,73,89,10,270
9,false,4,78,82,65,7,232
10,false,4,95,83,76,0,254
11,false,4,97,74,69,3,243
12,false,4,81,90,90,0,261
13,false,4,73,81,89,0,243
14,false,4,82,81,92,5,260
15,false,4,85,71,69,0,225
16,false,4,99,100,75,3,277
17,true,4,90,94,74,0,258
18,true,4,85,67,74,0,226
19,false,4,82,99,63,0,244
20,true,4,88,99,81,5,273
21,false,4,96,91,61,0,248
22,false,4,92,82,57,0,231
23,false,4,73,80,78,10,241
49,false,4,82,87,58,0,227
50,false,4,91,94,60,0,245
51,false,4,95,66,58,0,219
52,true,4,96,78,59,5,238
53,false,4,80,78,69,5,232
54,false,4,97,65,72,10,244
55,false,4,95,99,71,0,265
56,false,4,70,66,63,0,199
57,true,4,75,85,56,0,216
58,false,4,73,91,88,5,257
59,false,4,88,88,87,0,263
60,false,4,79,67,88,0,234
61,false,4,97,68,85,0,250
74,false,4,72,96,83,7,258
75,false,4,74,74,59,0,207
76,false,4,82,100,75,10,267
77,false,4,89,94,87,0,270
78,false,4,93,72,90,7,262
79,false,4,80,79,81,5,245
80,true,4,83,71,75,0,229
81,true,4,72,74,85,0,231
82,false,4,93,92,61,5,251
83,false,4,88,100,58,10,256
84,false,4,81,72,81,7,241
85,false,4,100,92,58,0,250
86,false,4,86,71,91,0,248
87,false,4,81,79,61,5,226
88,false,4,77,82,91,5,255
89,false,4,89,100,56,7,252
90,false,4,75,82,56,0,213
91,true,4,70,86,77,0,233
92,false,4,74,90,59,5,228
93,false,4,76,70,88,0,234
94,false,4,79,75,78,5,237
95,false,4,74,70,58,0,202
96,false,4,84,70,72,3,229
97,false,4,78,93,81,0,252
98,false,4,73,87,82,0,242
143,true,4,91,96,88,0,275
144,true,4,76,68,55,0,199
145,true,4,79,73,71,0,223
146,false,4,74,92,66,0,232
147,false,4,96,97,90,3,286
148,false,4,83,90,57,0,230
149,false,4,83,85,91,3,262
150,false,4,73,91,73,0,237
151,false,4,84,75,94,5,258
152,false,4,97,70,82,0,249
153,false,4,72,90,88,0,250
154,true,4,80,86,69,5,240
155,false,4,86,72,88,0,246
156,true,4,77,87,64,0,228
