id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,true,3,93,67,82,0,242
2,false,3,100,70,69,3,242
3,false,3,88,66,72,0,226
4,true,3,90,95,88,0,273
5,true,3,96,92,95,0,283
6,true,3,80,87,81,0,248
7,true,3,83,75,76,3,237
8,false,3,71,90,90,0,251
14,false,3,94,85,62,0,241
15,true,3,84,65,89,0,238
16,false,3,94,88,94,0,276
17,false,3,78,68,68,3,217
18,false,3,73,93,86,0,252
19,false,3,79,80,65,3,227
20,false,3,96,70,69,7,242
21,true,3,85,72,64,7,228
22,false,3,96,82,81,0,259
23,false,3,74,94,90,0,258
39,false,3,97,97,63,0,257
40,true,3,99,91,76,5,271
41,false,3,93,65,73,0,231
42,false,3,84,96,64,3,247
43,false,3,82,100,89,0,271
44,false,3,88,77,70,0,235
45,false,3,80,91,57,5,233
46,false,3,91,89,79,5,264
47,false,3,100,74,86,0,260
48,true,3,97,86,61,5,249
62,false,3,93,94,55,0,242
63,true,3,85,74,59,5,223
64,false,3,97,90,60,0,247
65,false,3,100,99,79,0,278
66,true,3,71,96,89,3,259
67,false,3,93,83,69,0,245
68,false,3,75,71,83,3,232
69,false,3,95,67,75,0,237
70,false,3,77,92,64,3,236
71,false,3,75,76,65,0,216
72,true,3,99,80,86,3,268
73,false,3,78,81,84,3,246
89,true,3,91,94,73,3,261
90,false,3,79,87,92,3,261
91,false,3,97,81,84,0,262
92,false,3,77,95,61,0,233
93,false,3,70,83,73,10,236
94,false,3,88,82,55,7,232
95,false,3,93,68,93,0,254
96,true,3,89,83,69,5,246
97,false,3,78,77,94,3,252
98,false,3,73,73,95,7,248
