id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,false,2,67,88,83,0,238
2,false,2,82,65,76,5,228
3,true,2,93,83,90,0,266
4,false,2,68,75,86,5,234
5,true,2,76,91,61,3,231
6,true,2,89,90,68,5,252
7,false,2,86,86,61,0,233
8,false,2,89,72,83,3,247
9,true,2,60,73,86,3,222
10,false,2,90,92,92,7,281
11,true,2,71,76,92,5,244
12,true,2,98,89,93,7,287
13,false,2,98,89,81,7,275
14,true,2,81,82,80,10,253
15,false,2,86,73,63,3,225
16,false,2,95,97,74,7,273
17,false,2,73,100,95,0,268
18,false,2,68,83,77,10,238
19,true,2,94,76,87,3,260
20,true,2,95,72,77,0,244
21,true,2,78,91,89,7,265
22,true,2,66,65,88,0,219
23,true,2,77,68,67,5,217
24,false,2,69,83,71,5,228
25,false,2,94,83,68,0,245
26,false,2,95,71,94,7,267
27,false,2,75,100,79,3,257
28,false,2,84,83,58,0,225
29,true,2,63,85,90,0,238
30,false,2,100,93,69,5,267
31,false,2,72,99,93,5,269
32,true,2,71,83,83,10,247
33,true,2,67,76,87,0,230
34,false,2,68,100,71,0,239
35,true,2,89,65,76,5,235
36,false,2,98,74,75,0,247
37,true,2,96,84,86,3,269
38,true,2,74,85,88,10,257
39,true,2,86,97,65,3,251
40,true,2,73,87,69,3,232
41,false,2,99,83,68,3,253
42,false,2,82,65,62,0,209
43,false,2,80,80,57,0,217
44,true,2,76,72,79,3,230
45,true,2,92,98,78,5,273
46,true,2,72,67,73,0,212
47,false,2,94,71,65,3,233
48,true,2,73,78,95,7,253
49,false,2,94,71,68,5,238
50,false,2,69,92,59,0,220
51,false,2,64,67,60,0,191
52,false,2,96,100,59,5,260
53,true,2,88,91,79,3,261
54,false,2,67,66,79,3,215
55,true,2,62,69,92,5,228
56,true,2,78,97,61,5,241
57,false,2,88,70,73,0,231
58,true,2,70,66,85,3,224
59,true,2,78,90,89,10,267
60,true,2,95,88,55,7,245
61,true,2,96,67,55,3,221
62,false,2,73,70,74,5,222
63,false,2,86,87,68,7,248
64,false,2,71,74,65,0,210
65,true,2,71,77,62,3,213
66,true,2,89,68,90,3,250
67,true,2,66,69,71,0,206
68,true,2,68,86,77,3,234
69,true,2,64,83,94,7,248
70,false,2,99,93,76,3,271
71,true,2,96,74,91,0,261
72,false,2,60,92,65,0,217
73,false,2,83,92,72,0,247
74,true,2,88,95,84,0,267
75,true,2,71,100,61,3,235
76,false,2,94,82,63,0,239
77,false,2,61,69,59,5,194
78,true,2,73,90,92,7,262
79,true,2,90,99,89,3,281
80,true,2,97,90,69,5,261
81,true,2,92,94,87,0,273
82,false,2,99,65,70,3,237
83,false,2,70,73,83,0,226
84,false,2,82,74,85,0,241
85,true,2,76,79,59,0,214
86,false,2,83,78,88,0,249
87,false,2,80,67,57,0,204
88,true,2,97,82,71,3,253
89,false,2,97,89,78,3,267
90,true,2,84,98,71,10,263
91,true,2,82,90,77,0,249
92,true,2,68,65,87,0,220
93,true,2,73,97,72,0,242
94,false,2,86,72,69,5,232
95,true,2,90,95,85,0,270
96,true,2,75,91,56,0,222
97,false,2,100,75,63,3,241
98,true,2,70,74,58,0,202
99,false,2,96,90,93,3,282
100,false,2,73,83,60,0,216
101,false,2,74,95,65,5,239
102,false,2,92,76,94,0,262
103,true,2,98,86,84,3,271
104,true,2,66,89,63,0,218
105,true,2,69,97,81,3,250
106,true,2,92,67,89,5,253
107,false,2,94,73,93,5,265
108,true,2,86,92,88,0,266
109,true,2,74,98,82,7,261
110,false,2,97,89,77,5,268
111,false,2,68,71,82,0,221
112,true,2,98,70,73,7,248
113,true,2,60,77,55,3,195
114,true,2,73,65,79,3,220
115,true,2,69,88,61,0,218
116,false,2,87,81,89,3,260
117,true,2,86,90,68,3,247
118,true,2,95,76,78,3,252
119,true,2,82,84,91,5,262
120,false,2,74,73,62,0,209
121,false,2,73,75,61,3,212
122,false,2,63,100,94,0,257
123,false,2,69,65,60,0,194
124,true,2,76,70,59,0,205
125,true,2,85,67,79,3,234
126,true,2,100,68,66,0,234
127,true,2,72,98,73,0,243
128,true,2,99,98,69,0,266
129,true,2,70,80,55,0,205
130,true,2,85,90,77,0,252
131,false,2,65,65,59,3,192
132,false,2,82,100,92,0,274
133,true,2,72,79,93,0,244
134,true,2,71,65,71,0,207
135,true,2,78,69,87,0,234
136,true,2,94,97,71,5,267
137,true,2,96,93,79,0,268
138,false,2,89,86,84,7,266
139,false,2,76,95,62,0,233
140,true,2,80,79,69,0,228
141,true,2,76,99,55,0,230
142,true,2,95,86,59,7,247
143,false,2,96,87,68,0,251
144,true,2,72,77,86,0,235
145,true,2,74,81,68,0,223
146,true,2,66,87,64,0,217
147,true,2,60,96,94,5,255
148,true,2,83,67,85,3,238
149,false,2,71,82,86,10,249
150,true,2,74,82,80,5,241
151,true,2,90,98,82,7,277
152,true,2,71,87,80,0,238
153,true,2,80,98,84,3,265
154,true,2,97,78,79,0,254
155,true,2,95,81,66,0,242
156,true,2,71,86,78,0,235
157,true,2,85,88,78,0,251
158,false,2,74,73,91,5,243
159,true,2,87,80,90,7,264
160,true,2,60,74,85,0,219
161,true,2,80,98,89,5,272
162,false,2,63,100,91,0,254
163,false,2,76,68,68,0,212
164,true,2,76,93,76,0,245
165,true,2,61,81,77,0,219
166,true,2,96,77,91,3,267
167,true,2,80,83,77,3,243
168,true,2,84,93,60,3,240
169,true,2,100,74,65,5,244
170,true,2,65,90,59,0,214
171,true,2,77,85,73,3,238
172,true,2,97,93,78,3,271
173,true,2,61,75,66,0,202
174,true,2,73,81,60,0,214
175,false,2,95,69,85,0,249
176,true,2,66,98,60,0,224
177,true,2,74,89,74,0,237
178,true,2,93,73,63,5,234
179,false,2,90,87,75,0,252
180,false,2,88,82,90,0,260
181,false,2,97,99,66,3,265
182,true,2,100,92,88,3,283
183,true,2,94,87,85,0,266
184,true,2,86,84,78,0,248
185,true,2,68,65,88,0,221
186,false,2,90,65,86,0,241
187,true,2,74,83,93,5,255
188,true,2,95,77,81,0,253
189,true,2,74,89,79,0,242
190,false,2,99,80,88,5,272
191,false,2,77,83,89,0,249
192,true,2,78,76,63,0,217
193,true,2,99,93,72,0,264
194,false,2,94,74,58,0,226
195,false,2,68,83,72,5,228
196,true,2,69,79,60,0,208
197,true,2,91,91,74,10,266
198,false,2,65,67,76,5,213
199,true,2,85,68,72,0,225
200,true,2,84,77,71,5,237
201,false,2,88,80,79,0,247
202,false,2,66,77,84,3,230
203,true,2,79,95,79,7,260
204,true,2,93,67,90,0,250
205,false,2,83,84,67,7,241
206,true,2,75,78,62,3,218
207,false,2,97,75,72,0,244
208,true,2,97,65,57,5,224
209,true,2,65,74,78,0,217
210,false,2,63,86,95,0,244
211,true,2,68,99,61,0,228
212,true,2,88,100,77,5,270
213,true,2,68,89,77,0,234
214,true,2,78,93,90,3,264
215,true,2,82,76,89,0,247
216,true,2,64,100,65,3,232
217,false,2,83,81,89,0,253
218,false,2,71,97,79,7,254
219,true,2,75,88,94,0,257
220,true,2,72,99,79,3,253
221,true,2,99,100,64,0,263
222,true,2,66,85,62,3,216
223,true,2,62,73,66,0,201
224,true,2,96,71,57,3,227
225,true,2,99,96,88,5,288
226,true,2,98,88,69,5,260
227,false,2,65,78,86,0,229
228,false,2,86,88,90,5,269
229,false,2,77,68,94,3,242
230,true,2,73,84,59,10,226
231,true,2,84,79,89,0,252
232,true,2,100,80,91,7,278
233,true,2,66,100,81,5,252
234,true,2,66,94,82,0,242
235,true,2,81,90,87,3,261
236,false,2,80,93,77,3,253
237,false,2,100,88,81,0,269
238,false,2,94,80,91,0,265
239,true,2,88,81,78,0,247
240,true,2,98,67,73,0,238
241,true,2,79,84,55,10,228
242,true,2,77,85,56,7,225
243,true,2,62,74,61,0,197
244,true,2,97,81,78,0,256
245,false,2,96,84,60,0,240
246,false,2,90,69,75,0,234
247,false,2,79,71,93,0,243
248,true,2,63,89,60,7,219
249,true,2,67,92,81,7,247
250,true,2,100,65,95,0,260
251,true,2,94,67,75,3,239
252,false,2,63,79,64,3,209
253,true,2,96,93,93,3,285
254,true,2,69,83,80,0,232
255,true,2,85,68,90,0,243
256,true,2,68,92,63,0,223
257,false,2,72,90,91,3,256
258,false,2,75,98,70,0,243
259,true,2,65,85,91,0,241
260,true,2,72,88,77,0,237
331,false,2,70,66,74,10,220
332,false,2,69,93,94,0,256
333,false,2,83,79,67,0,229
334,false,2,63,70,62,0,195
335,false,2,60,74,73,0,207
336,true,2,90,84,83,0,257
337,false,2,73,99,68,3,243
338,true,2,99,100,85,5,289
339,true,2,97,66,79,7,249
340,false,2,63,81,65,0,209
341,true,2,89,82,58,3,232
342,true,2,83,89,72,7,251
343,false,2,84,89,69,3,245
344,true,2,98,85,86,3,272
345,true,2,95,97,84,7,283
346,true,2,79,80,88,0,247
347,true,2,82,75,56,3,216
348,true,2,92,84,70,0,246
349,false,2,61,81,79,7,228
350,false,2,81,79,64,7,231
351,false,2,93,70,79,10,252
352,true,2,75,79,81,3,238
353,true,2,81,84,93,0,258
354,true,2,94,73,92,3,262
355,true,2,93,73,74,7,247
356,true,2,70,74,91,0,235
357,true,2,80,72,66,5,223
358,true,2,86,66,75,10,237
359,true,2,72,82,64,0,218
360,true,2,96,82,93,3,274
361,false,2,82,79,56,0,217
362,false,2,98,73,87,0,258
363,true,2,91,76,79,0,246
364,true,2,86,79,57,5,227
365,false,2,74,82,81,5,242
366,false,2,71,78,59,7,215
367,true,2,89,96,75,7,267
368,true,2,84,67,93,5,249
369,true,2,62,99,88,3,252
370,false,2,93,67,70,3,233
371,false,2,84,67,90,3,244
372,false,2,78,68,67,0,213
373,false,2,70,83,84,0,237
374,false,2,69,68,88,0,225
375,true,2,67,70,87,0,224
376,true,2,85,99,63,0,247
377,false,2,97,76,84,7,264
378,false,2,76,94,60,0,230
379,true,2,65,75,62,0,202
380,false,2,93,88,60,5,246
381,true,2,70,97,94,0,261
382,false,2,96,75,76,7,254
383,true,2,71,75,64,5,215
384,true,2,88,84,74,0,246
385,true,2,60,73,67,3,203
386,true,2,91,94,86,3,274
387,true,2,73,96,70,3,242
388,true,2,65,91,83,3,242
389,false,2,99,100,72,3,274
390,false,2,71,78,58,0,207
391,false,2,62,67,64,3,196
392,true,2,65,84,76,0,225
393,false,2,78,76,65,3,222
394,true,2,89,100,66,5,260
395,false,2,79,67,60,0,206
396,true,2,95,69,82,0,246
397,true,2,81,72,72,3,228
398,false,2,63,78,94,0,235
399,false,2,90,98,60,5,253
400,true,2,98,83,82,5,268
401,true,2,99,87,63,3,252
402,true,2,71,96,86,7,260
403,true,2,60,83,67,0,210
404,true,2,99,72,68,10,249
405,true,2,95,86,77,5,263
406,true,2,76,77,73,5,231
407,true,2,80,97,90,5,272
408,false,2,85,86,76,5,252
409,true,2,72,66,66,0,204
410,true,2,62,95,85,3,245
411,false,2,81,94,89,0,264
412,false,2,79,68,88,3,238
413,false,2,61,100,89,0,250
414,true,2,69,87,59,0,215
415,true,2,94,89,95,5,283
416,false,2,98,89,66,0,253
417,true,2,62,84,75,0,221
418,true,2,88,80,78,5,251
419,false,2,71,98,74,0,243
420,false,2,88,77,60,3,228
421,true,2,72,97,64,0,233
422,false,2,80,98,74,0,252
423,true,2,73,98,63,5,239
424,true,2,60,98,62,0,220
425,true,2,89,70,76,7,242
426,false,2,96,84,56,5,241
427,true,2,72,78,75,0,225
428,true,2,67,85,83,0,235
429,true,2,99,72,55,3,229
430,true,2,95,99,77,0,271
591,true,2,75,83,91,0,249
592,true,2,88,86,89,0,263
593,true,2,84,68,61,0,213
594,false,2,97,76,93,3,269
595,false,2,82,93,94,0,269
596,true,2,89,99,60,3,251
597,false,2,89,94,61,0,244
598,true,2,74,94,85,7,260
599,false,2,85,81,78,0,244
600,true,2,89,86,75,0,250
601,true,2,90,72,77,0,239
602,true,2,96,87,93,0,276
603,false,2,95,71,75,3,244
604,true,2,85,99,84,3,271
605,true,2,70,80,90,10,250
606,false,2,97,86,68,0,251
607,false,2,75,86,89,0,250
608,true,2,97,96,62,3,258
609,true,2,71,71,83,0,225
610,false,2,84,71,93,0,248
611,false,2,73,68,60,5,206
612,true,2,69,65,64,0,198
613,true,2,73,93,67,3,236
614,true,2,82,84,82,10,258
615,true,2,68,97,80,7,252
616,false,2,60,100,58,5,223
617,true,2,78,87,62,7,234
618,true,2,80,90,95,5,270
619,true,2,73,92,89,3,257
620,true,2,84,77,90,5,256
621,false,2,78,91,64,10,243
622,true,2,64,73,55,3,195
623,false,2,68,96,82,0,246
624,false,2,98,91,84,7,280
625,true,2,87,94,87,3,271
626,true,2,71,87,69,0,227
627,false,2,92,96,70,0,258
628,false,2,62,88,57,3,210
629,true,2,90,72,92,10,264
630,true,2,89,98,72,3,262
631,false,2,90,70,70,3,233
632,true,2,94,69,95,5,263
633,true,2,94,68,76,5,243
634,true,2,96,97,85,5,283
635,false,2,70,83,73,0,226
636,true,2,76,84,91,0,251
637,true,2,63,75,91,3,232
638,true,2,91,66,73,0,230
639,true,2,68,82,71,3,224
640,false,2,67,81,55,3,206
641,true,2,83,74,83,5,245
642,false,2,71,80,86,5,242
643,false,2,69,86,60,3,218
644,true,2,84,96,81,0,261
645,true,2,96,75,68,5,244
646,true,2,63,81,62,0,206
647,false,2,94,84,85,0,263
648,false,2,76,89,85,0,250
649,true,2,88,65,73,0,226
650,false,2,66,98,57,7,228
651,true,2,77,92,94,0,263
652,false,2,97,71,71,0,239
653,false,2,72,80,92,3,247
654,true,2,95,76,75,0,246
655,true,2,86,69,55,0,210
656,true,2,74,93,77,5,249
657,false,2,99,67,56,0,222
658,false,2,100,78,93,0,271
659,false,2,68,70,93,0,231
660,true,2,71,76,62,0,209
661,true,2,89,69,95,7,260
662,true,2,76,92,75,0,243
663,true,2,84,68,79,0,231
664,false,2,88,81,66,0,235
665,true,2,85,77,94,0,256
666,false,2,87,74,89,0,250
667,true,2,66,93,71,0,230
668,true,2,61,81,83,7,232
669,false,2,84,65,57,0,206
670,false,2,60,90,91,3,244
671,false,2,87,96,85,0,268
672,false,2,74,69,89,0,232
673,false,2,96,95,62,3,256
674,false,2,85,86,74,0,245
675,true,2,94,70,78,7,249
676,true,2,72,94,73,0,239
677,false,2,79,89,67,3,238
678,true,2,65,87,86,7,245
679,false,2,62,77,63,0,202
680,true,2,84,80,86,0,250
681,false,2,94,84,86,10,274
682,false,2,81,66,57,0,204
683,false,2,67,67,80,0,214
684,true,2,94,98,84,0,276
685,true,2,69,69,57,0,195
686,false,2,68,67,70,0,205
687,false,2,89,84,61,3,237
688,false,2,67,69,61,0,197
689,false,2,72,79,59,0,210
690,true,2,67,90,75,10,242
691,true,2,73,73,75,5,226
692,false,2,67,86,59,0,212
693,true,2,95,75,78,0,248
694,false,2,66,67,63,5,201
695,true,2,61,89,65,7,222
696,true,2,65,65,66,5,201
697,true,2,90,83,81,3,257
698,false,2,88,82,88,0,258
699,false,2,71,67,93,5,236
700,true,2,79,70,95,0,244
701,false,2,67,80,67,10,224
702,false,2,92,88,89,0,269
703,false,2,63,78,72,0,213
704,false,2,71,95,86,0,252
705,true,2,78,68,78,0,224
706,false,2,66,94,57,5,222
707,true,2,61,76,65,0,202
708,true,2,97,80,83,3,263
709,true,2,67,85,69,0,221
710,true,2,84,91,67,7,249
711,false,2,87,96,58,0,241
712,true,2,84,94,66,0,244
713,true,2,82,77,95,10,264
714,true,2,96,73,57,0,226
715,true,2,86,94,84,0,264
716,false,2,70,83,93,5,251
717,true,2,95,75,91,7,268
718,false,2,73,98,86,3,260
719,true,2,87,82,55,5,229
720,false,2,97,85,82,0,264
721,true,2,60,74,91,0,225
722,true,2,62,95,87,0,244
723,true,2,91,71,83,0,245
724,true,2,73,65,81,0,219
725,true,2,90,70,56,3,219
726,true,2,97,94,91,0,282
727,true,2,71,73,80,5,229
728,true,2,60,94,95,7,256
729,false,2,62,86,88,0,236
730,true,2,73,99,91,5,268
731,false,2,92,86,58,7,243
732,false,2,84,68,62,0,214
733,false,2,71,88,78,3,240
734,true,2,68,100,68,10,246
735,false,2,97,72,85,7,261
736,true,2,82,79,75,7,243
737,true,2,63,92,72,0,227
738,true,2,93,96,87,5,281
739,true,2,78,99,89,0,266
740,true,2,89,69,67,0,225
