id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,false,1,69,76,93,5,243
2,true,1,91,76,95,0,262
3,true,1,100,93,91,10,294
4,true,1,88,85,64,0,237
5,true,1,97,84,72,0,253
6,true,1,88,84,84,0,256
7,true,1,65,83,59,3,210
8,false,1,95,94,92,10,291
9,true,1,96,67,83,3,249
10,true,1,69,95,87,10,261
11,true,1,92,86,60,3,241
12,true,1,93,93,83,3,272
13,true,1,84,88,73,0,245
14,true,1,81,68,95,0,244
15,false,1,76,89,73,5,243
16,true,1,65,74,76,3,218
17,false,1,85,87,74,0,246
18,false,1,95,70,74,0,239
19,true,1,65,73,88,3,229
20,false,1,83,88,56,0,227
21,true,1,72,86,86,0,244
22,true,1,66,69,73,3,211
23,false,1,81,98,57,7,243
24,false,1,70,89,64,0,223
25,false,1,62,75,83,0,220
26,false,1,99,80,83,0,262
27,false,1,94,93,69,0,256
28,true,1,83,95,67,3,248
29,true,1,78,93,84,5,260
30,true,1,72,91,65,5,233
31,true,1,90,81,58,7,236
32,false,1,67,71,88,0,226
33,true,1,92,82,83,0,257
34,true,1,82,79,83,7,251
35,false,1,83,90,87,0,260
36,true,1,61,88,69,0,218
37,false,1,68,86,64,0,218
38,true,1,90,95,63,0,248
39,true,1,76,70,56,0,202
40,true,1,67,98,82,5,252
41,false,1,75,72,58,0,205
42,true,1,67,94,59,5,225
43,true,1,100,99,56,3,258
44,true,1,87,74,73,0,234
45,true,1,65,91,66,3,225
46,true,1,92,98,89,5,284
47,true,1,90,66,79,0,235
48,true,1,61,88,71,0,220
49,false,1,66,80,95,5,246
50,true,1,62,86,63,0,211
51,false,1,90,76,84,3,253
52,true,1,62,69,84,0,215
53,true,1,80,77,57,7,221
54,false,1,76,99,85,0,260
55,true,1,63,83,77,7,230
56,false,1,87,72,78,7,244
57,true,1,71,89,76,0,236
58,true,1,65,98,72,5,240
59,true,1,78,76,89,0,243
60,true,1,88,83,74,3,248
61,false,1,88,93,77,0,258
62,false,1,87,87,94,0,268
63,true,1,100,68,59,0,227
64,false,1,69,75,56,5,205
65,false,1,68,93,57,0,218
66,true,1,84,88,78,7,257
67,false,1,83,74,83,0,240
68,false,1,83,73,88,0,244
69,true,1,61,80,62,5,208
70,true,1,67,89,90,0,246
71,false,1,99,93,68,0,260
72,true,1,67,96,67,0,230
73,false,1,65,76,83,5,229
74,true,1,64,85,77,3,229
75,true,1,100,84,65,0,249
76,true,1,72,79,62,5,218
77,true,1,83,96,56,3,238
78,true,1,99,100,63,7,269
79,true,1,93,90,85,0,268
80,true,1,80,69,63,3,215
81,false,1,68,98,77,7,250
82,false,1,87,76,63,3,229
83,true,1,69,72,88,0,229
84,false,1,93,79,77,7,256
85,true,1,100,81,67,10,258
86,false,1,94,84,94,0,272
87,false,1,99,74,65,5,243
88,false,1,65,67,56,0,188
89,false,1,96,81,68,0,245
90,false,1,94,96,95,0,285
91,true,1,85,95,70,0,250
92,true,1,88,68,65,0,221
93,false,1,69,86,93,0,248
94,true,1,68,87,80,5,240
95,true,1,75,71,75,0,221
96,false,1,66,80,64,0,210
97,false,1,70,91,70,5,236
98,true,1,70,85,67,0,222
99,false,1,91,96,74,0,261
100,true,1,75,97,84,0,256
101,false,1,91,68,73,3,235
102,true,1,94,95,73,0,262
103,true,1,83,73,71,5,232
104,true,1,96,90,58,3,247
105,false,1,84,83,59,3,229
106,false,1,99,82,94,0,275
107,true,1,81,90,78,3,252
108,true,1,98,74,67,3,242
109,false,1,68,67,57,5,197
110,true,1,69,98,84,3,254
