id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,true,4,81,72,65,7,225
2,true,4,77,70,68,3,218
3,true,4,94,95,66,0,255
4,true,4,82,81,59,10,232
5,true,4,98,84,58,0,240
6,true,4,91,88,85,0,264
7,true,4,72,87,81,5,245
8,true,4,74,67,82,10,233
9,true,4,71,89,55,0,215
10,true,4,86,71,82,5,244
11,true,4,78,79,61,7,225
12,true,4,81,80,84,5,250
13,true,4,90,92,62,5,249
14,true,4,71,68,71,0,210
15,true,4,83,66,95,0,244
16,true,4,83,86,58,3,230
17,true,4,78,75,81,7,241
18,true,4,75,93,60,0,228
19,true,4,98,98,84,0,280
20,true,4,86,93,56,0,235
21,true,4,80,72,95,7,254
22,true,4,84,84,87,0,255
23,true,4,94,67,89,0,250
24,true,4,90,87,84,0,261
25,true,4,74,88,77,0,239
26,true,4,83,88,86,7,264
27,true,4,98,85,55,5,243
28,true,4,78,94,72,3,247
29,true,4,90,76,69,0,235
30,true,4,84,68,76,5,233
31,true,4,96,93,94,0,283
32,true,4,79,70,77,7,233
33,true,4,78,100,85,5,268
34,true,4,89,91,62,3,245
35,true,4,100,86,64,0,250
36,true,4,79,100,61,3,243
37,false,4,88,65,81,0,234
38,false,4,96,76,75,10,257
39,false,4,81,84,80,5,250
40,false,4,97,76,80,5,258
41,false,4,84,80,59,0,223
42,false,4,77,98,60,0,235
43,false,4,75,75,60,0,210
44,false,4,76,81,65,3,225
45,false,4,97,92,82,3,274
46,false,4,94,97,86,3,280
47,false,4,99,84,77,0,260
48,false,4,70,74,92,0,236
49,false,4,95,82,55,5,237
50,false,4,86,100,70,7,263
51,false,4,73,93,70,7,243
52,false,4,87,99,83,5,274
53,false,4,96,78,66,0,240
54,false,4,87,87,95,3,272
55,false,4,83,92,65,0,240
56,false,4,79,89,64,0,232
57,false,4,96,75,79,0,250
58,false,4,79,90,65,7,241
59,false,4,96,99,86,7,288
60,false,4,71,85,87,0,243
61,false,4,74,78,55,0,207
62,false,4,79,69,76,0,224
63,false,4,81,77,87,0,245
64,false,4,76,96,55,0,227
65,false,4,98,71,78,5,252
66,false,4,97,81,55,0,233
67,false,4,76,86,95,0,257
68,false,4,85,68,81,0,234
69,false,4,70,80,68,0,218
70,false,4,99,87,81,5,272
71,false,4,76,89,61,0,226
72,false,4,74,66,70,7,217
73,false,4,90,100,84,5,279
74,false,4,71,94,56,5,226
75,false,4,73,94,59,7,233
76,false,4,98,70,83,7,258
77,false,4,83,93,87,5,268
78,false,4,84,82,90,5,261
79,false,4,73,92,55,0,220
80,false,4,76,96,78,0,250
81,false,4,91,80,55,5,231
82,false,4,73,95,59,0,227
83,false,4,81,77,88,7,253
