id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,true,4,71,69,67,3,210
2,true,4,72,78,63,0,213
3,false,4,86,78,70,0,234
4,true,4,93,84,65,0,242
5,false,4,79,80,74,3,236
6,true,4,97,77,72,5,251
7,true,4,82,88,80,0,250
8,true,4,93,97,94,0,284
9,false,4,94,95,56,0,245
10,false,4,87,84,93,0,264
11,true,4,84,81,79,0,244
12,true,4,85,100,93,0,278
13,true,4,74,95,67,7,243
14,true,4,85,97,78,0,260
15,false,4,82,90,78,0,250
16,false,4,98,69,81,0,248
17,true,4,75,89,91,0,255
18,false,4,86,81,77,5,249
19,true,4,90,88,58,0,236
20,false,4,85,80,70,0,235
21,false,4,78,66,64,3,211
22,false,4,77,74,71,3,225
23,false,4,73,75,55,5,208
24,false,4,92,89,80,3,264
25,false,4,98,98,67,0,263
26,false,4,86,81,74,10,251
27,false,4,79,89,92,5,265
28,false,4,90,70,61,3,224
29,false,4,93,74,72,0,239
30,true,4,75,84,55,5,219
31,true,4,86,69,81,0,236
32,false,4,75,92,65,0,232
33,true,4,75,77,86,3,241
34,true,4,76,78,66,0,220
35,true,4,98,77,71,7,253
36,true,4,75,71,95,0,241
37,true,4,72,72,72,0,216
38,true,4,91,95,86,5,277
39,false,4,91,82,55,3,231
40,true,4,86,71,68,5,230
41,false,4,99,98,72,0,269
42,true,4,81,92,76,3,252
43,true,4,100,85,70,0,255
44,true,4,97,68,77,0,242
45,false,4,93,94,80,5,272
46,true,4,73,66,93,7,239
47,false,4,84,80,78,3,245
48,true,4,83,95,87,3,268
49,true,4,90,85,56,0,231
50,true,4,77,85,83,3,248
121,false,4,83,70,77,7,237
122,false,4,93,95,61,0,249
123,false,4,98,74,88,3,263
124,true,4,74,97,57,0,228
125,false,4,75,100,84,7,266
126,true,4,77,95,89,0,261
127,true,4,83,70,61,10,224
128,false,4,94,85,79,0,258
129,true,4,91,95,62,0,248
130,false,4,95,96,60,3,254
131,false,4,82,69,76,7,234
132,false,4,100,89,90,7,286
133,true,4,73,79,71,0,223
134,false,4,99,86,92,0,277
135,true,4,97,88,63,0,248
136,true,4,71,65,74,3,213
137,false,4,80,89,82,5,256
138,true,4,91,73,88,3,255
139,true,4,87,90,55,7,239
140,true,4,85,83,69,3,240
141,false,4,93,83,64,3,243
142,false,4,80,67,93,0,240
143,true,4,97,72,72,5,246
144,true,4,79,78,86,5,248
145,false,4,96,86,64,5,251
146,true,4,99,79,58,7,243
147,false,4,79,96,80,10,265
148,true,4,87,75,56,0,218
149,true,4,94,95,77,0,266
150,false,4,92,83,73,7,255
151,false,4,73,100,80,0,253
152,true,4,84,68,74,3,229
153,true,4,79,93,85,7,264
154,true,4,81,77,55,5,218
155,false,4,100,74,79,10,263
156,true,4,73,75,58,0,206
157,true,4,86,68,62,3,219
158,true,4,93,74,95,0,262
159,true,4,85,80,80,0,245
160,false,4,94,76,79,3,252
161,true,4,97,70,84,5,256
162,true,4,70,93,78,0,241
163,true,4,77,96,87,0,260
164,false,4,92,95,72,5,264
165,false,4,85,76,79,10,250
166,true,4,74,84,91,0,249
167,true,4,82,99,66,5,252
168,true,4,95,100,89,5,289
169,false,4,87,98,92,5,282
170,true,4,100,72,68,3,243
171,true,4,87,76,55,0,218
172,true,4,88,67,63,0,218
173,true,4,97,100,71,5,273
174,true,4,79,72,87,0,238
175,false,4,77,92,55,0,224
176,true,4,91,98,73,3,265
