id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,true,2,85,97,89,0,271
2,true,2,64,88,81,0,233
3,true,2,60,75,90,0,225
4,true,2,70,66,64,7,207
5,true,2,84,84,73,0,241
6,true,2,65,91,75,0,231
7,true,2,85,100,82,0,267
8,true,2,91,90,77,5,263
9,true,2,93,78,89,0,260
10,true,2,93,76,67,0,236
11,true,2,85,72,66,7,230
12,true,2,96,90,71,3,260
13,true,2,88,83,65,0,236
14,true,2,63,100,71,3,237
15,true,2,80,94,56,0,230
16,true,2,77,73,82,5,237
17,true,2,97,85,64,10,256
18,true,2,67,81,85,3,236
19,true,2,86,69,82,3,240
20,true,2,61,72,57,7,197
21,true,2,85,95,85,0,265
22,true,2,70,68,66,0,204
23,true,2,79,80,82,5,246
24,true,2,75,75,63,0,213
25,true,2,79,66,93,0,238
26,true,2,71,86,80,3,240
27,true,2,83,66,65,0,214
28,true,2,76,66,91,0,233
29,true,2,76,90,76,0,242
30,true,2,88,85,61,5,239
31,true,2,86,100,69,0,255
32,true,2,98,85,56,3,242
33,true,2,99,74,87,5,265
34,true,2,63,96,64,10,233
35,true,2,78,77,61,3,219
36,true,2,79,90,61,0,230
37,true,2,93,97,78,3,271
38,true,2,97,67,93,5,262
39,true,2,95,100,62,3,260
40,true,2,63,95,59,0,217
41,true,2,66,96,61,0,223
42,true,2,99,92,89,0,280
43,true,2,89,99,88,3,279
44,true,2,98,66,67,0,231
45,true,2,99,94,85,5,283
46,true,2,81,99,86,0,266
47,true,2,76,86,68,10,240
48,true,2,74,93,58,3,228
49,true,2,74,96,67,7,244
50,true,2,65,66,71,0,202
51,true,2,86,77,65,5,233
52,true,2,79,84,95,0,258
53,true,2,73,81,63,5,222
54,true,2,84,67,90,0,241
55,true,2,76,77,69,3,225
56,true,2,70,79,74,7,230
57,true,2,78,83,83,0,244
58,true,2,70,96,69,5,240
59,true,2,81,81,61,7,230
60,true,2,71,77,60,0,208
61,true,2,69,94,91,0,254
62,true,2,89,90,62,0,241
63,true,2,62,78,57,5,202
64,true,2,67,98,72,7,244
65,true,2,63,78,72,0,213
66,true,2,76,96,76,0,248
67,true,2,72,76,79,5,232
68,true,2,63,71,75,7,216
69,true,2,99,73,63,3,238
70,true,2,64,74,64,5,207
71,true,2,76,94,56,3,229
72,true,2,92,67,68,0,227
73,true,2,79,75,94,0,248
74,true,2,72,97,84,5,258
75,true,2,83,73,91,5,252
76,true,2,81,74,89,0,244
77,true,2,84,80,62,7,233
78,true,2,92,74,85,0,251
79,true,2,88,83,89,5,265
80,true,2,66,88,80,0,234
81,true,2,82,91,93,7,273
82,true,2,66,75,62,0,203
83,true,2,65,86,68,0,219
84,true,2,90,89,80,5,264
85,true,2,73,93,61,0,227
86,true,2,69,73,93,3,238
87,true,2,60,98,59,0,217
88,true,2,80,100,95,3,278
89,true,2,82,90,75,0,247
90,true,2,80,97,75,0,252
91,false,2,92,86,93,7,278
92,false,2,96,67,79,0,242
93,false,2,92,100,85,3,280
94,false,2,100,83,94,5,282
95,false,2,60,84,72,0,216
96,false,2,62,89,92,3,246
97,false,2,82,84,58,3,227
98,false,2,99,98,91,0,288
99,false,2,91,96,84,0,271
100,false,2,81,97,60,0,238
101,false,2,72,79,68,10,229
102,false,2,63,94,83,0,240
103,false,2,74,73,77,3,227
104,false,2,97,74,83,3,257
105,false,2,74,74,78,7,233
106,false,2,95,87,88,3,273
107,false,2,65,66,74,0,205
108,false,2,66,76,63,0,205
109,false,2,79,70,75,3,227
110,false,2,60,97,77,0,234
111,false,2,61,91,59,3,214
112,false,2,60,99,60,0,219
113,false,2,97,95,86,5,283
114,false,2,100,65,94,3,262
115,false,2,85,84,95,0,264
116,false,2,63,96,66,0,225
117,false,2,60,76,74,0,210
118,false,2,64,71,65,0,200
119,false,2,73,92,95,7,267
120,false,2,64,77,80,0,221
121,false,2,70,67,60,3,200
122,false,2,93,70,65,10,238
123,false,2,89,92,82,0,263
124,false,2,92,90,94,5,281
125,false,2,69,80,68,0,217
126,false,2,92,71,81,5,249
127,false,2,90,65,88,7,250
128,false,2,84,69,74,0,227
129,false,2,70,68,95,0,233
130,false,2,84,73,72,0,229
131,false,2,84,70,74,0,228
132,false,2,93,66,87,5,251
133,false,2,72,81,95,3,251
134,false,2,79,92,95,10,276
135,false,2,69,96,68,0,233
136,false,2,70,75,93,3,241
137,false,2,60,73,74,7,214
138,false,2,78,90,94,0,262
139,false,2,76,74,83,7,240
140,false,2,99,88,81,0,268
141,false,2,87,89,60,5,241
142,false,2,100,82,69,5,256
143,false,2,81,69,64,3,217
144,false,2,70,85,80,0,235
145,false,2,63,95,82,0,240
146,false,2,77,84,64,0,225
147,false,2,84,91,75,0,250
148,false,2,76,90,58,0,224
149,false,2,70,66,83,0,219
150,false,2,82,89,55,5,231
151,false,2,90,78,94,5,267
152,false,2,84,83,85,0,252
153,false,2,90,79,86,5,260
154,false,2,71,76,74,7,228
155,false,2,64,97,74,0,235
156,false,2,86,96,95,5,282
157,false,2,92,71,63,0,226
158,false,2,97,75,72,3,247
159,false,2,98,94,83,3,278
160,false,2,97,97,59,0,253
161,false,2,67,91,90,0,248
162,false,2,60,90,60,0,210
163,false,2,72,92,85,0,249
164,false,2,77,90,87,3,257
165,false,2,89,75,72,0,236
166,false,2,99,87,80,0,266
167,false,2,80,99,81,0,260
168,false,2,67,86,71,0,224
169,false,2,92,66,85,0,243
170,false,2,60,94,85,0,239
171,false,2,61,89,63,7,220
172,false,2,84,80,67,0,231
173,false,2,75,90,78,3,246
174,false,2,97,95,89,0,281
175,false,2,80,73,67,0,220
176,false,2,97,69,65,10,241
177,false,2,86,99,91,0,276
178,false,2,78,88,63,5,234
179,false,2,77,67,58,5,207
180,false,2,84,66,80,5,235
181,false,2,62,100,87,3,252
182,false,2,97,81,68,3,249
183,false,2,93,70,76,3,242
184,false,2,91,74,78,0,243
185,false,2,84,91,89,0,264
186,false,2,94,67,65,3,229
187,false,2,65,76,88,0,229
188,false,2,87,90,77,7,261
189,false,2,95,71,85,0,251
190,false,2,95,88,71,3,257
191,false,2,80,70,59,0,209
192,false,2,100,89,79,5,273
193,false,2,89,77,73,5,244
194,false,2,69,79,73,0,221
195,false,2,81,100,72,5,258
196,false,2,81,69,61,7,218
197,false,2,60,69,81,3,213
198,false,2,88,68,78,3,237
199,false,2,64,91,56,0,211
200,false,2,78,89,61,5,233
201,false,2,78,66,83,7,234
202,false,2,98,74,84,0,256
203,false,2,72,73,86,0,231
204,false,2,97,92,94,0,283
205,false,2,90,74,61,0,225
206,false,2,95,90,75,3,263
207,false,2,72,99,72,5,248
208,false,2,74,83,74,3,234
209,false,2,77,90,88,0,255
210,false,2,82,94,91,10,277
211,false,2,95,94,67,7,263
212,false,2,96,92,83,7,278
213,false,2,65,73,88,0,226
214,false,2,68,77,56,10,211
215,false,2,85,75,85,0,245
216,false,2,99,90,95,0,284
217,false,2,88,78,91,0,257
218,false,2,97,89,78,7,271
219,false,2,94,96,61,5,256
220,false,2,74,95,77,0,246
221,false,2,96,71,95,7,269
222,false,2,65,87,62,5,219
223,false,2,77,78,73,0,228
224,false,2,97,72,57,0,226
225,false,2,99,76,82,0,257
226,false,2,89,95,65,5,254
227,false,2,71,80,68,5,224
228,false,2,72,78,86,0,236
229,false,2,79,98,66,0,243
230,false,2,62,69,63,0,194
231,false,2,87,93,65,0,245
232,false,2,65,92,92,3,252
233,false,2,64,94,55,0,213
234,false,2,97,99,68,5,269
235,false,2,65,87,73,7,232
236,false,2,91,89,56,3,239
237,false,2,100,65,82,3,250
238,false,2,81,75,90,7,253
239,false,2,83,81,75,0,239
240,false,2,81,90,89,3,263
241,false,2,61,73,58,5,197
242,false,2,90,87,94,3,274
243,false,2,77,72,74,0,223
244,false,2,73,97,55,7,232
245,false,2,95,65,79,0,239
246,false,2,61,69,86,0,216
247,false,2,90,91,88,3,272
248,false,2,91,100,62,3,256
249,false,2,90,70,82,0,242
250,false,2,81,81,79,3,244
251,false,2,98,90,78,3,269
252,false,2,86,71,81,0,238
253,false,2,87,71,69,5,232
254,false,2,62,75,64,3,204
255,false,2,66,66,63,0,195
256,false,2,96,88,56,7,247
257,false,2,95,81,86,0,262
258,false,2,77,100,59,0,236
259,false,2,76,100,64,3,243
260,false,2,79,94,91,7,271
261,false,2,89,83,62,5,239
262,false,2,98,89,60,0,247
263,false,2,97,75,70,7,249
264,false,2,97,65,62,0,224
265,false,2,68,67,67,5,207
266,false,2,95,97,55,0,247
267,false,2,81,95,57,3,236
