id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,false,1,66,84,91,0,241
2,true,1,61,72,70,7,210
3,true,1,93,66,85,0,244
4,true,1,82,100,60,0,242
5,true,1,92,97,82,0,271
6,true,1,63,88,61,3,215
7,true,1,78,92,67,0,237
8,true,1,98,82,88,0,268
9,true,1,67,68,70,0,205
10,true,1,77,67,91,0,235
11,true,1,99,82,69,3,253
12,false,1,74,90,61,5,230
13,true,1,73,82,86,0,241
14,true,1,78,83,93,5,259
15,false,1,90,97,94,5,286
16,true,1,80,80,65,3,228
17,true,1,69,86,84,10,249
18,true,1,61,92,76,0,229
19,false,1,60,69,65,3,197
20,true,1,75,65,86,0,226
21,true,1,78,66,91,5,240
22,false,1,66,75,64,0,205
23,false,1,91,86,83,5,265
24,true,1,76,81,86,0,243
25,true,1,81,87,74,7,249
26,true,1,77,95,62,3,237
27,true,1,86,66,64,7,223
28,true,1,91,74,77,0,242
29,true,1,73,92,78,5,248
30,false,1,66,89,95,10,260
31,false,1,93,99,83,0,275
32,false,1,85,87,76,3,251
33,true,1,72,82,74,0,228
34,true,1,67,86,94,0,247
35,true,1,67,87,73,10,237
36,true,1,69,74,84,3,230
37,true,1,79,100,65,0,244
38,true,1,89,83,55,0,227
39,true,1,91,72,58,0,221
40,false,1,76,65,58,0,199
41,true,1,69,97,90,10,266
42,true,1,87,74,67,3,231
43,true,1,90,79,57,7,233
44,true,1,85,89,82,10,266
45,true,1,98,81,74,0,253
46,true,1,68,85,92,3,248
47,true,1,95,73,81,0,249
48,true,1,100,84,91,0,275
49,true,1,68,92,61,3,224
50,true,1,89,97,77,0,263
51,true,1,61,91,84,7,243
52,true,1,68,91,60,3,222
53,true,1,92,80,92,0,264
54,true,1,85,83,58,0,226
55,true,1,89,94,88,5,276
56,false,1,81,82,61,3,227
57,true,1,63,95,76,0,234
58,true,1,73,97,58,3,231
59,true,1,74,96,63,7,240
60,false,1,100,74,74,0,248
61,true,1,99,65,86,3,253
62,true,1,98,65,64,7,234
63,false,1,66,80,68,0,214
64,true,1,63,93,80,7,243
65,true,1,75,95,66,5,241
66,true,1,67,93,94,0,254
67,true,1,75,76,64,0,215
68,true,1,90,99,67,0,256
69,true,1,91,71,92,0,254
70,true,1,89,89,61,0,239
71,true,1,89,66,73,0,228
72,false,1,99,84,57,0,240
73,true,1,89,87,63,7,246
74,false,1,82,65,65,3,215
75,true,1,93,78,77,0,248
76,true,1,96,74,77,0,247
77,true,1,79,73,72,7,231
78,true,1,90,95,79,3,267
79,true,1,76,97,88,0,261
80,true,1,99,87,92,5,283
81,true,1,74,66,65,0,205
82,false,1,74,95,75,10,254
83,true,1,71,80,61,5,217
84,true,1,63,91,59,3,216
85,false,1,83,69,83,3,238
86,true,1,66,76,75,3,220
87,true,1,72,100,67,0,239
88,true,1,72,83,69,5,229
89,true,1,65,98,67,3,233
90,false,1,62,71,68,5,206
91,true,1,96,88,81,3,268
92,true,1,91,76,88,0,255
93,false,1,82,95,87,0,264
94,true,1,88,73,59,0,220
95,true,1,65,69,91,0,225
96,true,1,91,71,62,0,224
97,true,1,74,86,56,5,221
98,false,1,82,81,79,0,242
99,false,1,94,83,59,3,239
100,true,1,85,97,74,3,259
101,false,1,90,72,92,7,261
102,true,1,81,66,57,0,204
103,true,1,73,68,63,3,207
104,false,1,91,68,70,0,229
105,true,1,64,67,77,7,215
106,true,1,90,70,90,7,257
107,true,1,62,67,61,0,190
108,false,1,90,87,82,0,259
109,true,1,63,79,56,0,198
110,true,1,98,77,89,7,271
111,true,1,90,66,90,0,246
112,true,1,87,73,82,3,245
113,true,1,83,72,94,0,249
114,true,1,74,68,70,0,212
115,false,1,96,91,89,0,276
116,true,1,64,80,58,0,202
117,true,1,80,83,57,0,220
118,true,1,68,80,73,3,224
119,true,1,64,72,59,0,195
120,true,1,74,96,77,0,247
121,true,1,78,88,90,7,263
122,true,1,94,82,75,3,254
123,true,1,91,91,94,0,276
124,true,1,74,73,88,0,235
125,true,1,69,72,78,0,219
126,false,1,67,93,84,0,244
127,false,1,97,82,72,0,251
128,true,1,77,70,58,7,212
129,true,1,84,66,79,0,229
130,true,1,87,89,66,3,245
131,false,1,82,67,89,7,245
132,true,1,97,86,71,0,254
133,true,1,63,92,82,5,242
134,true,1,89,83,89,0,261
135,true,1,70,98,71,10,249
136,true,1,60,80,63,0,203
137,true,1,75,82,60,5,222
138,true,1,99,90,57,0,246
139,true,1,60,81,93,0,234
140,true,1,71,85,71,0,227
141,true,1,62,65,84,10,221
142,false,1,86,100,68,0,254
143,true,1,95,82,94,0,271
144,true,1,77,76,71,0,224
145,true,1,71,79,95,0,245
146,true,1,67,68,69,3,207
147,true,1,97,97,83,0,277
148,true,1,76,79,58,10,223
149,true,1,62,87,89,3,241
150,true,1,88,69,87,0,244
151,false,1,96,78,75,0,249
152,true,1,87,91,59,7,244
153,true,1,83,85,93,0,261
154,true,1,78,88,85,3,254
155,true,1,69,67,73,7,216
156,true,1,92,78,75,5,250
157,true,1,84,87,68,5,244
158,false,1,65,74,79,10,228
159,true,1,92,79,91,10,272
160,true,1,67,91,89,5,252
161,true,1,90,68,93,3,254
162,true,1,72,85,72,5,234
163,false,1,75,80,76,5,236
164,true,1,80,79,84,5,248
165,true,1,86,80,83,0,249
166,true,1,83,97,59,3,242
167,false,1,74,93,81,3,251
168,true,1,75,73,89,5,242
169,true,1,76,73,93,5,247
170,false,1,86,72,60,0,218
171,false,1,72,96,95,7,270
172,true,1,67,65,65,0,197
173,false,1,68,95,61,7,231
174,false,1,64,66,65,0,195
175,true,1,82,89,82,0,253
176,false,1,67,80,73,0,220
177,false,1,98,86,92,3,279
178,false,1,82,67,59,7,215
179,true,1,78,93,82,5,258
180,false,1,92,76,92,0,260
181,true,1,84,88,84,0,256
182,true,1,74,82,61,0,217
183,false,1,97,98,88,3,286
184,true,1,84,83,75,0,242
185,true,1,73,74,57,0,204
186,true,1,82,85,61,0,228
187,true,1,88,82,86,0,256
188,true,1,66,81,93,7,247
