id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
1,true,1,64,95,85,3,247
2,true,1,61,76,87,10,234
3,true,1,76,67,85,10,238
4,true,1,91,91,93,5,280
5,true,1,89,74,60,0,223
6,true,1,83,83,69,0,235
7,true,1,73,80,58,0,211
8,true,1,83,89,91,5,268
9,true,1,88,85,89,5,267
10,true,1,80,96,68,5,249
11,true,1,63,100,60,3,226
12,true,1,79,79,93,5,256
13,true,1,64,82,81,0,227
14,true,1,100,81,94,5,280
15,true,1,66,90,70,5,231
16,true,1,85,93,76,3,257
17,true,1,80,67,92,0,239
18,true,1,85,86,80,0,251
19,true,1,84,90,67,0,241
20,true,1,64,68,77,0,209
21,true,1,63,97,84,7,251
22,true,1,65,97,61,0,223
23,true,1,100,77,85,10,272
24,true,1,70,91,78,0,239
25,true,1,80,75,93,3,251
26,true,1,90,93,84,3,270
27,true,1,97,84,88,3,272
28,true,1,71,95,60,3,229
29,true,1,98,89,93,7,287
30,true,1,90,100,66,0,256
31,true,1,66,80,68,0,214
32,true,1,72,97,91,0,260
33,true,1,64,66,65,0,195
34,true,1,64,99,73,0,236
35,true,1,64,73,93,3,233
36,true,1,97,88,59,0,244
37,true,1,87,70,85,3,245
38,true,1,98,86,90,0,274
39,true,1,68,88,78,3,237
40,true,1,87,96,56,0,239
41,true,1,95,74,64,5,238
42,true,1,82,79,70,10,241
43,true,1,99,93,88,0,280
44,true,1,98,77,77,3,255
45,true,1,93,75,81,3,252
46,true,1,86,96,72,0,254
47,true,1,69,67,84,7,227
48,true,1,95,65,62,7,229
49,true,1,94,68,88,0,250
50,true,1,79,85,80,5,249
51,true,1,94,66,76,0,236
52,true,1,66,98,55,0,219
53,true,1,91,100,81,3,275
54,true,1,91,81,71,0,243
55,true,1,95,93,89,10,287
56,true,1,78,89,95,0,262
57,true,1,79,79,69,5,232
58,true,1,72,91,69,10,242
59,true,1,87,74,64,7,232
60,true,1,64,72,94,0,230
61,true,1,73,96,73,3,245
62,true,1,80,80,73,0,233
63,true,1,78,72,93,0,243
64,true,1,90,65,71,0,226
65,true,1,87,95,91,0,273
66,true,1,91,87,92,0,270
67,true,1,61,91,79,3,234
68,true,1,67,85,92,3,247
69,true,1,74,84,86,0,244
70,true,1,93,93,88,0,274
71,true,1,98,84,87,3,272
72,true,1,67,88,83,0,238
73,false,1,76,99,71,0,246
74,false,1,87,89,59,0,235
75,false,1,90,76,76,0,242
76,false,1,88,82,70,3,243
77,false,1,77,79,87,3,246
78,false,1,99,89,59,0,247
79,false,1,81,98,85,0,264
80,false,1,68,99,69,5,241
81,false,1,61,67,95,7,230
82,false,1,78,65,75,0,218
83,false,1,80,79,79,3,241
84,false,1,64,85,91,3,243
85,false,1,86,76,73,0,235
86,false,1,68,95,61,0,224
87,false,1,81,68,81,0,230
88,false,1,99,77,78,7,261
89,false,1,96,99,56,0,251
90,false,1,67,97,66,3,233
91,false,1,95,98,86,0,279
92,false,1,95,95,87,0,277
93,false,1,89,95,67,7,258
94,false,1,90,68,92,0,250
95,false,1,87,97,70,5,259
96,false,1,91,96,91,3,281
97,false,1,63,86,55,3,207
98,false,1,88,88,57,5,238
99,false,1,61,75,94,3,233
100,false,1,74,93,94,5,266
101,false,1,82,74,80,0,236
102,false,1,84,87,73,0,244
103,false,1,82,84,60,0,226
104,false,1,80,94,83,0,257
105,false,1,77,93,65,5,240
106,false,1,95,70,92,0,257
107,false,1,79,97,87,0,263
108,false,1,95,85,67,5,252
109,false,1,99,90,76,3,268
110,false,1,99,98,68,7,272
111,false,1,82,94,56,0,232
112,false,1,98,67,81,0,246
113,false,1,66,73,89,0,228
114,false,1,61,100,83,5,249
115,false,1,74,98,76,0,248
116,false,1,67,100,64,0,231
117,false,1,65,75,74,0,214
118,false,1,87,80,55,3,225
119,false,1,93,98,78,0,269
120,false,1,73,81,87,10,251
121,false,1,87,98,62,0,247
122,false,1,81,90,82,3,256
123,false,1,90,90,85,0,265
124,false,1,75,87,83,5,250
125,false,1,66,85,73,5,229
126,false,1,68,93,85,0,246
127,false,1,81,67,66,3,217
128,false,1,92,99,94,3,288
129,false,1,80,99,75,3,257
130,false,1,92,86,86,0,264
131,false,1,69,95,95,0,259
132,false,1,61,83,62,5,211
133,false,1,79,68,84,3,234
134,false,1,93,89,55,3,240
135,false,1,81,72,60,3,216
136,false,1,74,92,60,3,229
137,false,1,82,82,83,0,247
138,false,1,95,84,76,0,255
139,false,1,68,100,92,0,260
140,false,1,99,90,91,3,283
141,false,1,98,89,74,5,266
142,false,1,82,86,82,5,255
143,false,1,74,97,57,5,233
144,false,1,85,100,68,0,253
145,false,1,83,75,74,0,232
146,false,1,62,71,86,3,222
147,false,1,78,87,59,7,231
148,false,1,100,81,72,7,260
149,false,1,75,91,80,3,249
150,false,1,76,67,57,0,200
151,false,1,77,100,56,5,238
152,false,1,86,100,89,0,275
153,false,1,79,85,61,0,225
154,false,1,63,72,83,3,221
155,false,1,64,93,68,0,225
156,false,1,85,97,62,10,254
157,false,1,74,100,61,7,242
158,false,1,84,99,73,3,259
159,false,1,83,100,61,0,244
160,false,1,86,85,71,0,242
161,false,1,67,93,69,0,229
162,false,1,68,91,61,0,220
163,false,1,71,93,80,5,249
164,false,1,100,87,86,3,276
165,false,1,62,82,78,3,225
166,false,1,88,97,94,0,279
167,false,1,81,79,60,5,225
168,false,1,77,92,57,0,226
169,false,1,76,70,71,0,217
170,false,1,76,86,57,0,219
171,false,1,76,76,82,0,234
172,false,1,69,97,95,3,264
173,false,1,76,83,78,0,237
174,false,1,89,72,69,3,233
175,false,1,87,97,86,0,270
176,false,1,88,100,67,0,255
177,false,1,79,85,65,7,236
178,false,1,91,91,55,0,237
179,false,1,76,84,82,5,247
180,false,1,87,65,65,3,220
181,false,1,69,77,73,0,219
182,false,1,72,70,90,0,232
183,false,1,73,74,60,3,210
184,false,1,64,88,77,5,234
185,false,1,68,87,72,7,234
186,false,1,81,74,85,0,240
187,false,1,100,99,87,0,286
188,false,1,60,98,66,0,224
189,false,1,72,74,80,0,226
190,false,1,73,76,94,0,243
191,false,1,86,80,64,0,230
192,false,1,86,80,64,0,230
193,false,1,78,92,83,0,253
194,false,1,67,97,87,3,254
195,false,1,88,89,89,3,269
196,false,1,69,83,92,10,254
197,false,1,72,77,59,0,208
198,false,1,85,96,65,0,246
199,false,1,74,65,76,0,215
200,false,1,73,93,87,5,258
201,false,1,67,69,80,7,223
202,false,1,90,78,61,0,229
203,false,1,62,80,74,7,223
204,false,1,72,99,69,0,240
205,false,1,61,71,87,0,219
206,false,1,70,99,55,0,224
207,false,1,98,68,62,0,228
208,false,1,64,88,67,0,219
209,false,1,90,80,91,3,264
210,false,1,76,96,70,5,247
211,false,1,84,70,56,5,215
212,false,1,75,91,66,5,237
213,false,1,62,83,80,10,235
214,false,1,79,76,64,7,226
215,false,1,81,73,64,0,218
216,false,1,66,74,82,7,229
217,false,1,86,86,57,0,229
218,false,1,64,83,57,0,204
219,false,1,85,96,56,0,237
220,false,1,62,98,59,3,222
221,false,1,87,87,66,3,243
222,false,1,94,88,58,0,240
223,false,1,70,90,90,0,250
224,false,1,72,79,85,0,236
225,false,1,77,94,60,5,236
226,false,1,60,77,94,3,234
227,false,1,81,66,58,5,210
228,false,1,85,90,66,5,246
